name,subway,distance,overall_rating,location_lat,location_lng
奇乐儿儿童主题公园(广百新一城店),江南西,886,4.2,23.09937,113.27297
十香园,江南西,560,4.1,23.098536,113.280396
岭南画派纪念馆,江南西,792,4,23.099026,113.28631
晓港公园,江南西,718,3.9,23.102888,113.28732
广州美术学院美术馆,江南西,713,3,23.098463,113.284546
九禾美术馆,江南西,831,3,23.096117,113.28082
帕乐菲尔儿童乐园,江南西,812,1,23.10575,113.287926
南海千灯湖公园,千灯湖,949,4.2,23.057692,113.153595
西苑小游园,西村,725,5,23.14166,113.25005
西焦生态公园,西村,856,4.3,23.140837,113.24543
增埗公园,西村,761,4,23.154146,113.245125
海珠湖公园,大塘,636,4.6,23.078543,113.33099
区家祠,农讲所,350,5,23.135662,113.28349
八旗博物馆,农讲所,998,5,23.123959,113.282
秦代造船遗址,农讲所,543,5,23.132612,113.276474
广州普公汉代陶瓷博物馆,农讲所,996,5,23.123972,113.28204
南越王宫御苑,农讲所,542,5,23.132711,113.27648
忠佑广场,农讲所,499,5,23.132168,113.27696
中共广东区委旧址纪念馆,农讲所,452,5,23.128874,113.281525
广东省广业轻化工业集团多煤体会议室,农讲所,969,5,23.137222,113.27353
君宝轩艺术馆,农讲所,639,5,23.12769,113.27922
大佛古寺(惠福东路),农讲所,937,4.8,23.127758,113.27454
广州革命历史博物馆,农讲所,843,4.7,23.134771,113.28978
广东都城隍庙,农讲所,450,4.5,23.13249,113.277405
鲁迅纪念馆,农讲所,339,4.5,23.130638,113.283966
双清园,农讲所,961,4.5,23.125664,113.286865
广州南越王宫博物馆,农讲所,555,4.3,23.133099,113.27635
中华全国总工会旧址,农讲所,854,4.3,23.125578,113.28419
千年古道遗址,农讲所,695,4.2,23.131262,113.27522
广州农民运动讲习所旧址,农讲所,159,4.1,23.13388,113.28295
南越国宫署遗址,农讲所,525,4,23.132145,113.27671
车陂郝家祠,车陂,70,5,23.131376,113.40198
星乐湾婴童世界,车陂,160,4.5,23.13036,113.40036
车陂公园,车陂,503,2.6,23.126245,113.402374
同章简公祠,车陂,613,1,23.12545,113.40357
中心湖公园,大学城南,988,5,23.05688,113.40125
开放博物馆,大学城南,897,5,23.042765,113.411415
锦鲤投喂池,大学城南,891,4,23.042591,113.410965
团队会合点,大学城南,912,4,23.042122,113.41032
广州大学城博物馆,大学城南,867,3.7,23.042494,113.41016
生态公园,大学城南,922,3,23.054974,113.399994
快乐水乡,大学城南,904,2.5,23.042318,113.41064
岭南国画院,黄边,868,5,23.220833,113.29671
时代美术馆,黄边,106,2.7,23.228642,113.29282
魅力极限TODES俄罗斯托迪斯舞蹈团全国巡演,广州火车站,337,5,23.1512,113.2641
草暖公园,广州火车站,531,4.4,23.152925,113.26745
开心麻花剧场,广州火车站,325,4.3,23.151262,113.26398
广州兰圃,广州火车站,632,4.2,23.149935,113.26691
先贤清真寺,广州火车站,541,4,23.151878,113.26722
尚城展示中心,广州火车站,913,4,23.161983,113.26243
三元里抗英斗争纪念公园,广州火车站,908,3.8,23.160688,113.26707
何氏大宗祠,广州火车站,838,3.5,23.156822,113.25484
广东人民抗英斗争烈士纪念碑,广州火车站,968,3.2,23.161028,113.26756
清真先贤墓,广州火车站,731,3.2,23.148443,113.26654
省委礼堂,东湖,669,5,23.122522,113.301704
东山湖公园游乐场,东湖,66,5,23.12194,113.2957
鲁迅先生纪念园,东湖,596,5,23.126436,113.29294
东山湖公园,东湖,506,4.5,23.120909,113.30016
海印公园,东湖,985,4.5,23.112679,113.29444
双清园,东湖,974,4.5,23.125664,113.286865
林则徐纪念园,东湖,418,4.3,23.118216,113.293274
中共三大会址纪念馆,东湖,841,4.2,23.125162,113.30246
逵园,东湖,893,4,23.125393,113.3029
华艺国际拍卖,东湖,231,4,23.123516,113.29587
白云楼鲁迅故居,东湖,847,3.9,23.122936,113.28712
大沙头游船码头,东湖,464,3.8,23.118734,113.291855
东山少爷公园,东湖,741,3.3,23.125938,113.30067
春园,东湖,796,3.3,23.124454,113.30235
三多轩艺术馆,东湖,558,2.9,23.12592,113.297874
简园,东湖,926,2,23.12515,113.3034
三元里人民抗英斗争纪念馆,三元里,337,5,23.166931,113.266525
凤翔公园,三元里,972,5,23.168863,113.25499
量衣,三元里,819,5,23.160398,113.26964
榕荫园,三元里,475,5,23.164804,113.26832
尚城展示中心,三元里,396,4,23.161983,113.26243
中国国际音像博览会,三元里,680,4,23.169365,113.26873
三元里抗英斗争纪念公园,三元里,622,3.8,23.160688,113.26707
广东人民抗英斗争烈士纪念碑,三元里,622,3.2,23.161028,113.26756
汉城,一德路,521,5,23.116096,113.25977
欢乐天地,一德路,777,5,23.11573,113.257034
上下九商业步行街-雕像,一德路,935,5,23.120842,113.25476
邮政博览馆,一德路,792,4.7,23.113697,113.25863
海幢寺,一德路,865,4.5,23.111473,113.26545
沙基惨案纪念碑,一德路,976,4.5,23.11273,113.25712
五仙古观,一德路,909,4.3,23.126905,113.26631
文化公园,一德路,749,4,23.11566,113.25739
广州民间金融博物馆,一德路,341,4,23.11771,113.26669
广州市儿童公园,一德路,313,3.9,23.117748,113.26101
石室耶稣圣心堂,一德路,342,3.5,23.120747,113.266525
一劳大旧址,一德路,769,3.3,23.116346,113.270615
广东邮务管理局旧址,一德路,796,3,23.113628,113.25867
黄陂生态湿地园,黄陂,376,3,23.196405,113.436745
正佳海洋馆,体育中心,267,4.4,23.13865,113.33366
环游嘉年华(天河城店),体育中心,628,4.2,23.138758,113.32918
文理一堂,体育中心,360,4,23.142672,113.337776
Manga漫界动漫天地,体育中心,478,4,23.136461,113.33442
爱淘站儿童欢乐天地,体育中心,747,3.9,23.139809,113.3277
晓港公园游乐场,晓港,412,5,23.102926,113.28941
十香园,晓港,817,4.1,23.098536,113.280396
岭南画派纪念馆,晓港,211,4,23.099026,113.28631
晓港公园,晓港,406,3.9,23.102888,113.28732
广州美术学院美术馆,晓港,400,3,23.098463,113.284546
九禾美术馆,晓港,849,3,23.096117,113.28082
帕乐菲尔儿童乐园,晓港,712,1,23.10575,113.287926
爱朵儿童主题乐园,人和,485,3,23.338139,113.30541
好孩子游乐园,人和,109,3,23.34058,113.30232
唐翠园,季华园,875,4,23.020012,113.11155
开心果乐园(佛山店),季华园,443,3.9,23.016768,113.114334
季华园,季华园,473,3.8,23.01643,113.11758
佛山公园,东平,951,3.2,22.96846,113.12691
海傍水乡,海傍,328,3.7,22.94247,113.4806
小勇士儿童智能拓展中心,南桂路,189,4.8,23.041853,113.16126
东二公园,南桂路,930,2,23.032412,113.16353
大白鲸世界儿童乐园,南村万博,303,3.9,23.012794,113.3559
陶艺中心,鹤洞,900,3,23.08213,113.253975
正佳海洋馆,体育西路,606,4.4,23.13865,113.33366
环游嘉年华(天河城店),体育西路,235,4.2,23.138758,113.32918
Manga漫界动漫天地,体育西路,655,4,23.136461,113.33442
爱淘站儿童欢乐天地,体育西路,322,3.9,23.139809,113.3277
智多FUN儿童乐园,客村,149,3.8,23.10077,113.32713
赤岗塔,客村,626,3.5,23.10709,113.329994
广州五邑侨乡商旅服务,客村,226,3,23.101763,113.32929
洛浦公园,洛溪,470,5,23.049828,113.30978
奇乐城堡儿童主题公园,洛溪,55,4.4,23.049156,113.305725
观音堂,洛溪,239,3,23.050835,113.30687
洛溪食街,洛溪,612,2.6,23.053799,113.30174
广东省博物馆,妇儿中心,889,4.7,23.12053,113.333405
花城广场音乐喷泉,妇儿中心,529,4,23.123512,113.3311
Manga漫界动漫天地,妇儿中心,967,4,23.136461,113.33442
四面佛,中山八,693,5,23.125502,113.24214
仁威祖庙,中山八,357,4.5,23.129192,113.24216
西关民俗馆,中山八,714,4.3,23.125479,113.242584
广州基督教十甫堂,中山八,871,4.3,23.12425,113.24333
荔湾湖公园,中山八,479,4.2,23.126917,113.239395
荔枝湾,中山八,666,4.1,23.127598,113.24464
山姆和苏珊儿童乐园,中山八,860,4.1,23.125982,113.24564
仁威庙,中山八,415,4,23.128868,113.2426
梁氏宗祠,中山八,629,4,23.127495,113.24408
陈廉伯公馆,中山八,678,4,23.125854,113.24261
广州市禁毒教育馆,中山八,637,3.8,23.127815,113.24446
荔湾博物馆,中山八,712,3.4,23.125458,113.24249
西关大宅门,中山八,864,3,23.124117,113.24287
青年公园,中山八,457,2.3,23.132252,113.235115
体育公园,黄阁,458,5,22.829481,113.52102
岭南国画院,江夏,807,5,23.220833,113.29671
黄石公园,江夏,837,2.7,23.210855,113.285934
陈田花园,江夏,826,4.6,23.217192,113.29772
珠江公园(金穗路),潭村,757,4.3,23.125715,113.34574
临江带状公园,潭村,724,4,23.117138,113.349625
江月园,潭村,292,3,23.12052,113.35332
八旗博物馆,北京路,574,5,23.123959,113.282
秦代造船遗址,北京路,854,5,23.132612,113.276474
广州普公汉代陶瓷博物馆,北京路,578,5,23.123972,113.28204
南越王宫御苑,北京路,865,5,23.132711,113.27648
忠佑广场,北京路,806,5,23.132168,113.27696
中共广东区委旧址纪念馆,北京路,677,5,23.128874,113.281525
肇庆会馆遗址,北京路,514,5,23.120775,113.27428
君宝轩艺术馆,北京路,415,5,23.12769,113.27922
大佛古寺(惠福东路),北京路,371,4.8,23.127758,113.27454
天字码头,北京路,453,4.6,23.121002,113.27767
广东都城隍庙,北京路,845,4.5,23.13249,113.277405
鲁迅纪念馆,北京路,994,4.5,23.130638,113.283966
广州南越王宫博物馆,北京路,908,4.3,23.133099,113.27635
中华全国总工会旧址,北京路,791,4.3,23.125578,113.28419
千年古道遗址,北京路,715,4.2,23.131262,113.27522
Table Fun 桌游吧(德政中路店),北京路,964,4.1,23.132177,113.281654
药洲遗址,北京路,691,4,23.12987,113.27238
南越国水闸遗址,北京路,399,4,23.127647,113.273926
南越国宫署遗址,北京路,802,4,23.132145,113.27671
无着庵,北京路,681,4,23.127907,113.28231
正佳海洋馆,石牌桥,466,4.4,23.13865,113.33366
环游嘉年华(天河城店),石牌桥,922,4.2,23.138758,113.32918
潘氏宗祠,石牌桥,817,4,23.135603,113.3453
文理一堂,石牌桥,412,4,23.142672,113.337776
Manga漫界动漫天地,石牌桥,477,4,23.136461,113.33442
广州版纳旅游,石牌桥,770,3,23.13954,113.34571
马丁堂,鹭江,993,5,23.103348,113.30528
滨江东童话,鹭江,423,4.6,23.105179,113.31487
陈寅恪故居,鹭江,913,4,23.10268,113.30594
智多星儿童乐园,鹭江,294,3.6,23.098755,113.31432
中山大学-人类学博物馆,鹭江,970,3,23.103281,113.305504
亲水公园,新港东,669,5,23.1105,113.36374
琶洲国际采购中心,新港东,477,5,23.107683,113.366806
广州市国际会展中心B区,新港东,837,4.8,23.106619,113.37156
广州市国际会展中心A区,新港东,530,4.6,23.107182,113.36798
广州国际汽车展览会,新港东,515,4.5,23.107136,113.36783
广州市国际会展中心,新港东,434,4.4,23.107054,113.3669
保利世贸博览馆,新港东,927,4.4,23.103718,113.372734
中国进出口商品交易会(阅江中路),新港东,638,4.4,23.107609,113.36894
会展公园,新港东,488,4.1,23.107676,113.36041
琶洲国际会展中心c区,新港东,571,3,23.103334,113.36914
广州志愿者公园,沙园,826,5,23.091915,113.25947
奇乐儿儿童主题公园(广百新一城店),沙园,804,4.2,23.09937,113.27297
牛山炮台公园,文冲,928,5,23.103598,113.48194
黄埔儿童公园机动游戏,文冲,680,4.4,23.111933,113.4694
八号球会,文冲,232,3.1,23.111538,113.475945
藤木病院,体育中心南,998,4.8,23.146473,113.323616
正佳海洋馆,体育中心南,377,4.4,23.13865,113.33366
环游嘉年华(天河城店),体育中心南,158,4.2,23.138758,113.32918
文理一堂,体育中心南,837,4,23.142672,113.337776
Manga漫界动漫天地,体育中心南,572,4,23.136461,113.33442
爱淘站儿童欢乐天地,体育中心南,254,3.9,23.139809,113.3277
四面佛,滘口,664,5,23.125502,113.24214
仁威祖庙,滘口,330,4.5,23.129192,113.24216
西关民俗馆,滘口,685,4.3,23.125479,113.242584
广州基督教十甫堂,滘口,841,4.3,23.12425,113.24333
荔湾湖公园,滘口,453,4.2,23.126917,113.239395
荔枝湾,滘口,639,4.1,23.127598,113.24464
山姆和苏珊儿童乐园,滘口,832,4.1,23.125982,113.24564
仁威庙,滘口,388,4,23.128868,113.2426
梁氏宗祠,滘口,602,4,23.127495,113.24408
陈廉伯公馆,滘口,649,4,23.125854,113.24261
广州市禁毒教育馆,滘口,611,3.8,23.127815,113.24446
荔湾博物馆,滘口,683,3.4,23.125458,113.24249
西关大宅门,滘口,835,3,23.124117,113.24287
青年公园,滘口,477,2.3,23.132252,113.235115
燕岭公园,天平架,723,4.2,23.160563,113.33283
粤军第一师诸先烈纪念碑,天平架,825,3.5,23.166128,113.33593
兴华村公园,天平架,299,3,23.164581,113.33076
南沙政务会议中心,蕉门,336,5,22.80853,113.53127
蕉门公园,蕉门,593,4,22.802357,113.53712
秦代造船遗址,公园前,606,5,23.132612,113.276474
南越王宫御苑,公园前,608,5,23.132711,113.27648
忠佑广场,公园前,649,5,23.132168,113.27696
广东省广业轻化工业集团多煤体会议室,公园前,686,5,23.137222,113.27353
君宝轩艺术馆,公园前,981,5,23.12769,113.27922
大佛古寺(惠福东路),公园前,587,4.8,23.127758,113.27454
广东都城隍庙,公园前,697,4.5,23.13249,113.277405
孙中山先生铜像,公园前,834,4.5,23.139143,113.27101
中山纪念堂,公园前,905,4.4,23.139774,113.2711
广州南越王宫博物馆,公园前,605,4.3,23.133099,113.27635
五仙古观,公园前,688,4.3,23.126905,113.26631
怀圣寺,公园前,612,4.3,23.128962,113.26541
基督教光孝堂,公园前,879,4.3,23.132383,113.26208
光孝寺,公园前,850,4.2,23.135023,113.26318
六榕塔,公园前,517,4.2,23.134464,113.26662
千年古道遗址,公园前,470,4.2,23.131262,113.27522
药洲遗址,公园前,265,4,23.12987,113.27238
南越国宫署遗址,公园前,623,4,23.132145,113.27671
南越国水闸遗址,公园前,557,4,23.127647,113.273926
万木草堂,公园前,775,4,23.131575,113.27823
观音堂,京溪南方医院,502,5,23.18678,113.33443
京溪古道,京溪南方医院,567,4.8,23.186142,113.330986
南方医科大学-校史馆,京溪南方医院,760,4.5,23.191914,113.34004
二帝古庙,京溪南方医院,688,3,23.18605,113.336716
仙师宫,京溪南方医院,959,2.5,23.196554,113.33985
滨江公园(彩滨中路),沙贝,862,3.7,23.16483,113.221695
暹岗公园,暹岗,966,3.5,23.178507,113.47617
棉花糖欢乐堡儿童乐园,东晓南,271,4.5,23.07545,113.29929
车陂公园,车陂南,758,2.6,23.126245,113.402374
同章简公祠,车陂南,810,1,23.12545,113.40357
清代城防古炮,文化公园,515,5,23.11148,113.253075
汉城,文化公园,383,5,23.116096,113.25977
欢乐天地,文化公园,110,5,23.11573,113.257034
萧养石雕塑,文化公园,654,5,23.111223,113.251396
上下九商业步行街-雕像,文化公园,652,5,23.120842,113.25476
天主教广州教区露德圣母堂,文化公园,286,4.8,23.113297,113.2542
邮政博览馆,文化公园,296,4.7,23.113697,113.25863
沙基惨案纪念碑,文化公园,283,4.5,23.11273,113.25712
广州沙面建筑群,文化公园,722,4.4,23.112137,113.249916
沙面岛,文化公园,484,4.4,23.11355,113.25176
沙面堂,文化公园,859,4.2,23.112642,113.24822
沙面公园,文化公园,509,4,23.111744,113.252815
华林禅寺,文化公园,877,4,23.122524,113.253204
文化公园,文化公园,137,4,23.11566,113.25739
正金银行(日)、美国领事馆,文化公园,698,4,23.113283,113.24966
东方汇理银行(法)、法国领事馆,文化公园,356,4,23.112204,113.25475
迪吉大押旧址,文化公园,630,4,23.11584,113.25007
广州市儿童公园,文化公园,573,3.9,23.117748,113.26101
洲头咀公园,文化公园,900,3.7,23.107862,113.2523
珠江宾馆-会议中心,五羊邨,785,3.5,23.120733,113.31541
东约公园(新基路),桂城,493,5,23.041964,113.14931
蟹山公园,鱼珠,566,3.8,23.102598,113.442764
瓦壶岗公园,鱼珠,653,3,23.105453,113.44509
广州货币金融博物馆,龙洞,948,5,23.205738,113.38567
李时珍雕像,龙洞,987,5,23.192139,113.37633
广东树木公园,龙洞,672,3,23.202171,113.380264
银排岭公园,龙洞,558,3,23.201454,113.38728
张氏大宗祠,大沙东,792,5,23.109951,113.4574
黄埔儿童公园机动游戏,大沙东,466,4.4,23.111933,113.4694
黄埔荔枝公园,大沙东,306,3.9,23.113972,113.46688
童心儿童游乐园,大沙东,614,3.8,23.10669,113.46299
高峰崔公祠,员岗,824,2.5,23.025312,113.3654
惠景公园,魁奇路,544,4,23.00356,113.118675
绿瓦亭公园,魁奇路,315,4,22.998144,113.112724
思源胜境,魁奇路,990,4,22.991377,113.11812
浮雕墙,黄花岗,969,5,23.150698,113.31531
四方帽,黄花岗,617,5,23.14497,113.3011
西亭,黄花岗,620,5,23.146313,113.30057
乡土植物区,黄花岗,679,5,23.144665,113.30059
黄花岗黄花井,黄花岗,483,5,23.145777,113.30215
浣熊,黄花岗,468,5,23.148563,113.31093
纪功坊,黄花岗,566,5,23.14701,113.300995
十九路军淞泸抗日战士之墓,黄花岗,995,5,23.150068,113.31583
地界碑亭,黄花岗,538,5,23.145674,113.301605
黄花园,黄花岗,428,5,23.14604,113.302605
广州动物园-猛兽区,黄花岗,385,5,23.147228,113.31027
黄花亭,黄花岗,513,5,23.145578,113.30192
四方池,黄花岗,542,5,23.145945,113.30146
广州动物园恐龙馆,黄花岗,928,4.5,23.142422,113.31378
广州海洋馆,黄花岗,568,4.4,23.149948,113.311356
黄花岗公园,黄花岗,528,4.3,23.146004,113.30158
张民达先生墓道,黄花岗,302,4.3,23.149189,113.30878
欢乐世界,黄花岗,874,4,23.14331,113.313805
广州动物园,黄花岗,541,3.9,23.147036,113.31179
墨池,黄花岗,476,3.7,23.146152,113.30206
宝珍堂艺术馆,林和西,584,5,23.151236,113.32676
藤木病院,林和西,691,4.8,23.146473,113.323616
环游嘉年华(天河城店),林和西,940,4.2,23.138758,113.32918
文理一堂,林和西,907,4,23.142672,113.337776
爱淘站儿童欢乐天地,林和西,859,3.9,23.139809,113.3277
天河飘绢,林和西,592,3.7,23.152382,113.33141
四方帽,区庄,580,5,23.14497,113.3011
西亭,区庄,739,5,23.146313,113.30057
乡土植物区,区庄,574,5,23.144665,113.30059
小天使乐园,区庄,983,5,23.135918,113.29498
黄花岗黄花井,区庄,633,5,23.145777,113.30215
纪功坊,区庄,797,5,23.14701,113.300995
地界碑亭,区庄,636,5,23.145674,113.301605
邓荫南墓园,区庄,608,5,23.138678,113.29768
黄花园,区庄,655,5,23.14604,113.302605
黄花亭,区庄,617,5,23.145578,113.30192
四方池,区庄,669,5,23.145945,113.30146
艺海堂美术馆,区庄,380,4.7,23.137873,113.30067
蓝宝石艺术馆,区庄,749,4.5,23.1421,113.29638
黄花岗公园,区庄,672,4.3,23.146004,113.30158
扉艺廊,区庄,965,4,23.13175,113.30121
墨池,区庄,676,3.7,23.146152,113.30206
东山宾馆-会议中心,区庄,505,3.4,23.13646,113.30623
白云区科技馆,区庄,873,3,23.145817,113.30937
史坚如先生祠,区庄,652,3,23.145641,113.30104
黄花岗七十二烈士墓,区庄,769,4.5,23.146767,113.30105
kiki儿童成长乐园,同和,26,4.2,23.202929,113.33251
同和倚绿公园,同和,624,1,23.208223,113.330376
广东省工艺美术珍品馆,杨箕,497,5,23.137709,113.31454
东山宾馆-会议中心,杨箕,935,3.4,23.13646,113.30623
隅园,杨箕,947,3,23.127596,113.30774
晓港公园游乐场,昌岗,912,5,23.102926,113.28941
十香园,昌岗,345,4.1,23.098536,113.280396
小宇宙儿童乐园(燕汇广场店),昌岗,940,4.1,23.088598,113.28477
岭南画派纪念馆,昌岗,383,4,23.099026,113.28631
晓港公园,昌岗,777,3.9,23.102888,113.28732
广州美术学院美术馆,昌岗,210,3,23.098463,113.284546
九禾美术馆,昌岗,270,3,23.096117,113.28082
美婴开心堡乐园(燕汇广场店),昌岗,921,3,23.08875,113.284584
海珠博物馆,凤凰新村,856,4.7,23.10711,113.26701
邓世昌纪念馆,凤凰新村,881,4,23.107437,113.26689
广州基督教河南堂,凤凰新村,898,3.7,23.107153,113.25763
童幻儿童乐园,河沙,399,4.4,23.144014,113.225845
元岗公园,长湴,630,5,23.18166,113.3504
长湴公园,长湴,927,4.5,23.178383,113.36241
洪圣庙,长湴,722,3,23.178652,113.352234
同义园,长湴,611,3,23.181007,113.35104
清代城防古炮,黄沙,784,5,23.11148,113.253075
萧养石雕塑,黄沙,676,5,23.111223,113.251396
上下九商业步行街-雕像,黄沙,979,5,23.120842,113.25476
天主教广州教区露德圣母堂,黄沙,789,4.8,23.113297,113.2542
广州沙面建筑群,黄沙,501,4.4,23.112137,113.249916
沙面岛,黄沙,548,4.4,23.11355,113.25176
沙面堂,黄沙,366,4.2,23.112642,113.24822
詹天佑故居,黄沙,368,4.2,23.11894,113.246056
沙面公园,黄沙,745,4,23.111744,113.252815
华林禅寺,黄沙,989,4,23.122524,113.253204
正金银行(日)、美国领事馆,黄沙,387,4,23.113283,113.24966
东方汇理银行(法)、法国领事馆,黄沙,888,4,23.112204,113.25475
迪吉大押旧址,黄沙,318,4,23.11584,113.25007
王老吉塑像,黄沙,438,3.5,23.114784,113.25112
珠江夜游芳村码头,黄沙,963,3.4,23.107065,113.24725
广东八和会馆,黄沙,490,3.4,23.119963,113.245605
珠江夜游,黄沙,970,3.3,23.106998,113.24719
余荫山房,板桥,941,4.3,23.018177,113.40197
南山公园(市新公路),板桥,952,4.3,23.01517,113.39818
余荫山房(正门入口),板桥,927,4,23.018246,113.401855
候王古庙,板桥,879,4,23.019352,113.40202
全球巨星蜡像馆,板桥,767,3,23.028913,113.39053
板桥村公园,板桥,522,1,23.01878,113.39665
南村公园,龙归,660,3,23.28909,113.30649
夏良中心公园,龙归,643,3,23.293226,113.313385
浮雕墙,沙河顶,331,5,23.150698,113.31531
十九路军淞泸抗日先烈纪念碑,沙河顶,467,5,23.150644,113.31713
蔡廷锴之墓,沙河顶,359,5,23.151419,113.316414
先烈纪念馆,沙河顶,506,5,23.150234,113.31727
浣熊,沙河顶,569,5,23.148563,113.31093
十九路军淞泸抗日战士之墓,沙河顶,419,5,23.150068,113.31583
英烈题名碑,沙河顶,389,5,23.15074,113.316216
抗日亭,沙河顶,572,5,23.148893,113.31661
广州动物园-猛兽区,沙河顶,732,5,23.147228,113.31027
蒋光鼐之墓,沙河顶,359,5,23.151419,113.316414
广州海洋馆,沙河顶,413,4.4,23.149948,113.311356
张民达先生墓道,沙河顶,647,4.3,23.149189,113.30878
东风公园,沙河顶,827,4,23.148533,113.31979
朱执信先生墓道,沙河顶,100,4,23.154028,113.3136
广州动物园,沙河顶,698,3.9,23.147036,113.31179
白云区科技馆,沙河顶,913,3,23.145817,113.30937
冯如坠机处,沙河顶,831,3,23.154202,113.321495
3D海洋空间,沙河顶,424,3,23.149775,113.31148
广州动物园名犬世界,沙河顶,854,3,23.145676,113.31145
广州动物园管理处-游客服务中心,沙河顶,602,3,23.149508,113.30906
五仙古观,西门口,631,4.3,23.126905,113.26631
怀圣寺,西门口,403,4.3,23.128962,113.26541
基督教光孝堂,西门口,124,4.3,23.132383,113.26208
光孝寺,西门口,421,4.2,23.135023,113.26318
六榕塔,西门口,555,4.2,23.134464,113.26662
宝生大押,西门口,219,4,23.131502,113.26027
广州佛教陶轮学社,西门口,455,4,23.129658,113.25832
鲁迅像,西门口,839,4,23.133354,113.27031
青云书院,西门口,985,3.8,23.127083,113.270874
越富宝宝屋儿童乐园,西门口,537,3.8,23.135977,113.26104
人民公园(连新路),西门口,896,3.7,23.133629,113.2708
广州苏维埃政府办公楼旧址,西门口,865,3.7,23.13037,113.270805
基督教锡安堂,西门口,331,3.5,23.128937,113.26044
城市原点,西门口,890,3.3,23.13346,113.27079
新安净慧寺,西门口,350,3,23.134336,113.26335
将军府,西门口,571,2.5,23.134108,113.26708
西城门瓮城遗址,西门口,195,2,23.13104,113.260506
眉山寺,市桥,983,4.5,22.955828,113.37795
童幻世界儿童乐园(番禺店),市桥,223,4.5,22.95356,113.36773
环游乐园（星力一号店）,市桥,986,4.1,22.947327,113.37213
石桥公园,市桥,109,4,22.956102,113.36919
眉山圣地,市桥,883,3,22.955893,113.37697
龙氏宗祠,市桥,812,1,22.95793,113.37584
暹岗公园,苏元,292,3.5,23.178507,113.47617
区家祠,烈士陵园,938,5,23.135662,113.28349
孙中山学铜像,烈士陵园,318,5,23.132263,113.29521
血祭轩辕亭,烈士陵园,336,5,23.135708,113.2935
小天使乐园,烈士陵园,437,5,23.135918,113.29498
广州起义烈士陵园-游艇部,烈士陵园,433,5,23.136652,113.293465
邓荫南墓园,烈士陵园,850,5,23.138678,113.29768
鲁迅先生纪念园,烈士陵园,726,5,23.126436,113.29294
广州革命历史博物馆,烈士陵园,319,4.7,23.134771,113.28978
鲁迅纪念馆,烈士陵园,878,4.5,23.130638,113.283966
双清园,烈士陵园,974,4.5,23.125664,113.286865
广州起义烈士陵园花卉馆,烈士陵园,134,4.5,23.133783,113.29311
豆豆开心乐园 (豆豆开心乐园 ),烈士陵园,816,4.2,23.130686,113.29978
广州农民运动讲习所旧址,烈士陵园,950,4.1,23.13388,113.28295
扉艺廊,烈士陵园,932,4,23.13175,113.30121
明远楼,烈士陵园,861,4,23.130705,113.28411
广东省农民协会旧址,烈士陵园,561,4,23.13489,113.287125
中苏人民血谊亭,烈士陵园,411,4,23.136005,113.294426
鲁迅纪念馆国民党一大旧址,烈士陵园,904,3.8,23.130262,113.28384
广州画院美术馆,烈士陵园,70,3.8,23.132576,113.292755
东平大押,烈士陵园,740,3.8,23.13302,113.28495
梦幻童年儿童主题世界,金融高新区,639,4.6,41.82323,123.45029
大学城生物岛,官洲,815,4.5,23.06806,113.37743
叠翠园,官洲,118,4.2,23.074081,113.38365
水墨园,官洲,803,3.9,23.078531,113.3884
揽胜园,官洲,398,3.5,23.069914,113.38144
三元里人民抗英斗争纪念馆,飞翔公园,977,5,23.166931,113.266525
三泰公园西苑,飞翔公园,515,5,23.171259,113.272934
中国国际音像博览会,飞翔公园,651,4,23.169365,113.26873
三泰公园东苑,飞翔公园,703,3,23.17093,113.27528
庄头公园,燕岗,727,3.5,23.086264,113.271065
达阳美术中心,万胜围,683,5,23.098997,113.395134
